customer_id,region,tenure_months,monthly_charges,contract_type,internet_type,payment_method,support_tickets_90d,num_logins_30d,late_payments_12m,age,is_senior,churn
102128,North,59,39.43,one_year,none,paypal,1,23,0,72,1,1
102129,North,23,91.14,one_year,fiber,bank_transfer,1,14,1,25,0,1
102130,North,68,75.61,month_to_month,fiber,paypal,3,22,1,56,0,0
102131,West,62,47.77,one_year,fiber,credit_card,5,23,1,20,0,1
102132,West,22,53.71,month_to_month,none,mailed_check,0,25,0,69,1,0
102133,West,35,48.49,month_to_month,dsl,credit_card,0,25,0,56,0,1
102134,East,57,47.28,one_year,dsl,credit_card,5,23,0,71,1,0
102135,East,16,74.21,one_year,dsl,paypal,1,28,0,36,0,0
102136,South,1,59.25,month_to_month,fiber,credit_card,0,23,0,73,1,1
102137,West,20,106.62,one_year,dsl,mailed_check,2,21,1,73,1,1
102138,West,42,90.01,month_to_month,dsl,credit_card,2,26,2,47,0,1
102139,West,9,91.19,two_year,dsl,paypal,1,22,0,54,0,0
102140,West,24,78.43,one_year,fiber,mailed_check,1,22,1,41,0,1
102141,South,66,56.55,month_to_month,fiber,paypal,1,17,0,66,1,0
102142,West,5,76.96,month_to_month,dsl,paypal,2,20,0,57,0,1
102143,West,3,58.02,two_year,dsl,paypal,3,22,1,27,0,1
102144,South,30,97.61,two_year,fiber,paypal,0,23,0,43,0,0
102145,West,0,73.09,month_to_month,dsl,credit_card,2,22,0,43,0,1
102146,North,2,64.18,month_to_month,fiber,bank_transfer,2,23,0,44,0,1
102147,West,13,67.54,month_to_month,dsl,credit_card,2,23,1,56,0,1
102148,West,7,99.81,two_year,none,credit_card,0,22,1,35,0,1
102149,North,58,36.32,two_year,fiber,credit_card,0,16,0,29,0,0
102150,East,8,101.77,one_year,fiber,paypal,1,19,0,46,0,1
102151,North,37,61.28,month_to_month,dsl,mailed_check,0,17,0,41,0,1
102152,West,50,36.88,two_year,dsl,paypal,0,22,0,74,1,1
102153,West,45,49.96,month_to_month,fiber,credit_card,2,18,0,64,1,0
102154,East,47,31.98,month_to_month,fiber,paypal,3,14,1,33,0,0
102155,West,25,78.07,month_to_month,fiber,paypal,0,28,1,60,1,1
102156,North,63,44.23,month_to_month,fiber,mailed_check,1,18,1,55,0,0
102157,South,4,68.37,one_year,fiber,bank_transfer,2,23,0,73,1,1
102158,South,7,87.68,month_to_month,fiber,bank_transfer,0,24,1,64,1,0
102159,North,61,51.56,month_to_month,fiber,paypal,3,25,1,52,0,1
102160,South,4,59.64,one_year,fiber,paypal,1,17,0,33,0,1
102161,South,13,38.93,month_to_month,dsl,credit_card,2,20,0,30,0,0
102162,South,12,57.23,month_to_month,dsl,paypal,0,18,2,41,0,0
102163,South,2,116.48,month_to_month,fiber,mailed_check,1,28,1,72,1,1
102164,West,8,80.56,month_to_month,dsl,credit_card,0,23,0,73,1,1
102165,South,41,59.71,month_to_month,dsl,bank_transfer,2,16,1,77,1,0
102166,West,47,52.77,one_year,dsl,paypal,0,23,0,78,1,1
102167,South,5,64.15,month_to_month,fiber,mailed_check,0,20,0,48,0,0
102168,South,67,67.6,month_to_month,fiber,mailed_check,0,21,1,55,0,0
102169,East,6,56.62,one_year,dsl,paypal,1,24,1,23,0,1
102170,South,49,75.6,month_to_month,dsl,paypal,5,24,0,27,0,1
102171,South,57,45.93,one_year,dsl,bank_transfer,2,22,0,33,0,1
102172,East,37,45.83,month_to_month,dsl,bank_transfer,1,25,2,28,0,0
102173,North,35,72.4,two_year,dsl,paypal,3,25,1,64,1,0
102174,South,7,41.63,month_to_month,dsl,paypal,0,20,0,70,1,1
102175,East,17,79.58,one_year,fiber,paypal,0,19,0,18,0,0
102176,South,61,64.71,one_year,fiber,mailed_check,0,20,1,60,1,0
102177,West,25,28.44,one_year,dsl,credit_card,2,21,0,36,0,0
102178,South,2,67.19,one_year,dsl,mailed_check,1,19,0,48,0,0
102179,West,52,31.3,month_to_month,dsl,paypal,0,28,2,40,0,0
102180,West,49,78.87,month_to_month,dsl,paypal,1,21,1,27,0,1
102181,West,4,60.03,two_year,dsl,paypal,0,22,2,66,1,1
102182,West,3,102.02,two_year,none,paypal,1,17,0,37,0,0
102183,North,8,86.43,month_to_month,fiber,paypal,0,13,0,45,0,1
102184,East,3,43.79,one_year,fiber,bank_transfer,1,20,2,54,0,1
102185,North,44,24.59,one_year,dsl,paypal,1,16,1,50,0,1
102186,West,9,49.9,one_year,fiber,bank_transfer,2,20,1,29,0,1
102187,East,43,40.57,two_year,none,paypal,0,20,0,59,0,0
102188,South,12,101.51,one_year,dsl,paypal,3,19,1,27,0,0
102189,West,70,64.79,month_to_month,fiber,bank_transfer,0,23,0,66,1,1
102190,North,52,83.67,one_year,dsl,mailed_check,1,23,2,58,0,0
102191,East,26,59.3,month_to_month,fiber,bank_transfer,1,20,1,38,0,0
102192,East,30,61.41,month_to_month,dsl,paypal,3,28,0,39,0,0
102193,North,4,64.35,one_year,fiber,bank_transfer,1,26,0,28,0,1
102194,East,3,87.13,one_year,dsl,credit_card,1,18,0,45,0,0
102195,West,38,71.23,month_to_month,fiber,paypal,1,19,1,29,0,0
102196,North,1,43.85,one_year,fiber,mailed_check,0,24,0,49,0,0
102197,East,45,97.45,month_to_month,fiber,bank_transfer,0,17,1,27,0,1
102198,South,27,59.14,month_to_month,fiber,credit_card,1,19,0,73,1,1
102199,East,10,55.89,one_year,dsl,credit_card,4,32,1,25,0,0
102200,North,38,15.0,one_year,fiber,bank_transfer,1,21,1,62,1,1
102201,West,39,77.69,month_to_month,dsl,mailed_check,2,14,0,45,0,0
102202,West,53,67.02,month_to_month,fiber,paypal,0,21,0,39,0,1
102203,North,14,67.0,one_year,dsl,credit_card,2,18,0,29,0,1
102204,South,39,56.94,month_to_month,fiber,mailed_check,1,17,2,57,0,1
102205,East,60,53.5,two_year,dsl,credit_card,2,25,0,66,1,1
102206,East,19,57.61,month_to_month,none,paypal,2,18,0,58,0,1
102207,South,60,74.26,two_year,fiber,mailed_check,0,19,1,18,0,0
102208,North,52,77.78,month_to_month,dsl,mailed_check,4,25,0,69,1,1
102209,North,30,60.38,month_to_month,fiber,paypal,1,20,1,77,1,1
102210,West,63,83.98,month_to_month,dsl,bank_transfer,0,15,0,61,1,0
102211,South,69,63.42,one_year,dsl,mailed_check,3,22,2,18,0,0
102212,West,17,54.92,two_year,dsl,bank_transfer,1,20,1,49,0,0
102213,South,70,68.97,month_to_month,fiber,bank_transfer,1,16,1,38,0,0
102214,West,0,37.81,month_to_month,none,paypal,4,22,0,58,0,1
102215,North,9,69.65,month_to_month,none,paypal,1,20,0,64,1,1
102216,North,3,34.16,one_year,dsl,credit_card,1,21,0,73,1,0
102217,West,26,44.45,month_to_month,dsl,mailed_check,2,23,1,72,1,1
102218,West,67,24.63,two_year,fiber,mailed_check,1,16,2,77,1,0
102219,South,43,61.5,month_to_month,dsl,bank_transfer,3,18,0,23,0,1
102220,South,44,97.19,one_year,fiber,credit_card,1,14,3,25,0,1
102221,South,6,62.66,one_year,none,credit_card,0,22,1,67,1,1
102222,South,37,77.87,month_to_month,dsl,bank_transfer,0,21,1,62,1,1
102223,North,27,112.05,month_to_month,dsl,credit_card,1,21,2,64,1,1
102224,West,34,73.08,two_year,fiber,mailed_check,1,11,2,32,0,0
102225,South,18,49.7,month_to_month,fiber,mailed_check,0,21,1,46,0,0
102226,East,14,52.45,one_year,none,mailed_check,1,14,1,57,0,1
102227,North,68,65.01,two_year,fiber,bank_transfer,0,11,1,56,0,0
102228,North,40,52.34,month_to_month,dsl,paypal,0,20,0,71,1,1
102229,East,29,53.84,two_year,fiber,bank_transfer,0,22,0,40,0,0
102230,South,5,84.71,month_to_month,fiber,bank_transfer,2,17,1,69,1,1
102231,East,54,85.52,one_year,none,paypal,0,14,0,37,0,0
102232,North,34,32.06,month_to_month,fiber,credit_card,0,17,0,65,1,1
102233,West,27,48.64,month_to_month,fiber,mailed_check,1,28,0,20,0,0
102234,East,48,55.72,month_to_month,dsl,credit_card,0,17,1,30,0,1
102235,West,9,76.98,month_to_month,dsl,bank_transfer,0,21,0,18,0,0
102236,North,38,87.86,month_to_month,none,credit_card,2,24,2,31,0,1
102237,South,62,119.04,month_to_month,none,paypal,0,28,1,50,0,0
102238,South,33,55.69,one_year,fiber,paypal,1,17,0,72,1,0
102239,East,0,56.69,month_to_month,none,mailed_check,2,17,0,18,0,0
102240,South,16,76.77,month_to_month,dsl,bank_transfer,1,16,0,54,0,0
102241,North,4,51.36,month_to_month,fiber,credit_card,1,23,0,25,0,1
102242,South,36,62.18,month_to_month,fiber,credit_card,1,24,0,28,0,1
102243,South,26,56.7,month_to_month,fiber,paypal,1,19,0,23,0,0
102244,South,9,15.0,month_to_month,fiber,mailed_check,0,26,1,54,0,0
102245,North,49,67.46,one_year,fiber,credit_card,0,17,0,57,0,0
102246,South,12,61.35,one_year,fiber,mailed_check,1,20,0,35,0,1
102247,East,24,90.42,one_year,dsl,bank_transfer,3,26,2,59,0,1
102248,South,71,65.11,month_to_month,fiber,mailed_check,1,25,1,42,0,1
102249,South,4,39.91,two_year,dsl,credit_card,2,23,0,64,1,0
102250,East,17,59.84,one_year,dsl,mailed_check,1,21,1,50,0,0
102251,West,22,23.18,one_year,fiber,bank_transfer,3,28,0,78,1,1
102252,South,36,40.78,month_to_month,fiber,bank_transfer,0,22,1,59,0,1
102253,East,17,77.71,month_to_month,none,credit_card,1,19,1,78,1,1
102254,West,69,60.05,month_to_month,dsl,credit_card,1,25,1,74,1,1
102255,East,0,83.45,month_to_month,dsl,mailed_check,0,14,1,30,0,1
102256,West,68,25.66,one_year,fiber,credit_card,3,17,1,39,0,1
102257,West,38,60.15,month_to_month,fiber,bank_transfer,2,20,0,39,0,0
102258,North,2,55.49,month_to_month,none,mailed_check,3,16,1,55,0,1
102259,South,8,84.12,month_to_month,fiber,bank_transfer,1,21,0,52,0,1
102260,East,7,78.46,month_to_month,fiber,mailed_check,2,21,0,47,0,1
102261,West,20,77.85,month_to_month,fiber,paypal,0,15,1,20,0,1
102262,South,23,95.83,month_to_month,dsl,mailed_check,0,18,0,45,0,0
102263,North,46,57.64,month_to_month,none,mailed_check,1,20,0,29,0,1
102264,East,22,91.7,month_to_month,fiber,credit_card,1,21,0,76,1,1
102265,North,52,44.12,one_year,dsl,bank_transfer,0,24,2,70,1,0
102266,West,21,43.38,two_year,fiber,bank_transfer,2,21,0,29,0,1
102267,East,18,80.05,two_year,fiber,credit_card,0,11,0,43,0,1
102268,East,19,34.91,one_year,dsl,credit_card,0,15,0,57,0,0
102269,West,23,76.46,month_to_month,dsl,credit_card,0,17,2,48,0,0
102270,East,60,67.03,one_year,fiber,mailed_check,0,15,0,28,0,0
102271,East,17,86.44,two_year,none,mailed_check,0,14,1,63,1,0
102272,West,19,63.81,month_to_month,fiber,paypal,1,19,0,74,1,0
102273,West,68,66.12,month_to_month,dsl,mailed_check,2,26,1,68,1,0
102274,West,47,75.19,one_year,fiber,bank_transfer,2,26,2,39,0,1
102275,North,13,51.75,month_to_month,dsl,bank_transfer,2,27,0,71,1,1
102276,East,62,50.88,one_year,dsl,mailed_check,1,19,0,72,1,0
102277,North,13,74.49,month_to_month,dsl,credit_card,1,19,0,73,1,1
102278,West,11,64.41,month_to_month,fiber,credit_card,3,18,0,69,1,1
102279,East,32,56.85,one_year,dsl,paypal,1,22,1,36,0,0
102280,South,49,63.34,one_year,dsl,bank_transfer,0,20,0,49,0,0
102281,North,13,96.89,one_year,dsl,paypal,1,20,1,58,0,0
102282,South,54,56.14,one_year,fiber,paypal,3,23,0,68,1,1
102283,East,11,55.56,two_year,dsl,bank_transfer,1,24,0,24,0,0
102284,North,56,30.85,month_to_month,dsl,credit_card,1,21,1,22,0,0
102285,North,6,64.15,two_year,fiber,credit_card,1,18,1,78,1,1
102286,West,33,78.14,month_to_month,fiber,bank_transfer,0,19,0,61,1,1
102287,West,46,81.72,month_to_month,fiber,bank_transfer,1,22,3,34,0,0
102288,North,19,67.16,one_year,fiber,credit_card,1,13,0,79,1,0
102289,South,44,84.12,month_to_month,fiber,paypal,0,26,1,42,0,0
102290,West,49,79.62,two_year,fiber,mailed_check,0,20,0,57,0,0
102291,East,46,87.26,month_to_month,fiber,mailed_check,1,28,0,75,1,1
102292,East,28,84.69,month_to_month,fiber,credit_card,1,20,1,70,1,1
102293,South,55,96.4,month_to_month,dsl,credit_card,2,14,0,57,0,1
102294,South,52,61.61,one_year,dsl,bank_transfer,2,28,1,52,0,0
102295,North,23,38.46,one_year,dsl,mailed_check,1,18,1,35,0,1
102296,East,52,78.27,month_to_month,dsl,paypal,3,15,0,28,0,1
102297,North,66,80.61,month_to_month,none,bank_transfer,2,16,1,23,0,1
102298,North,58,96.4,month_to_month,dsl,mailed_check,1,24,1,19,0,0
102299,East,52,90.63,month_to_month,fiber,paypal,0,21,0,48,0,1
102300,West,55,103.91,one_year,none,mailed_check,2,14,0,39,0,0
102301,West,57,77.4,month_to_month,fiber,mailed_check,0,11,0,54,0,0
102302,South,20,69.58,month_to_month,dsl,mailed_check,1,22,0,49,0,1
102303,South,51,37.3,month_to_month,none,paypal,2,18,0,59,0,1
102304,South,14,71.16,one_year,dsl,bank_transfer,1,17,1,30,0,1
102305,South,25,53.95,month_to_month,dsl,credit_card,0,18,0,28,0,0
102306,East,67,69.23,month_to_month,fiber,paypal,1,21,0,25,0,1
102307,South,20,66.09,one_year,dsl,bank_transfer,0,17,1,61,1,0
102308,East,60,74.43,month_to_month,fiber,credit_card,1,22,0,74,1,1
102309,West,30,63.05,month_to_month,dsl,mailed_check,2,22,2,40,0,0
102310,West,15,83.7,month_to_month,fiber,bank_transfer,1,20,1,26,0,1
102311,North,6,15.0,one_year,dsl,paypal,1,18,2,76,1,1
102312,South,39,68.8,month_to_month,none,mailed_check,1,29,1,32,0,0
102313,North,32,89.05,one_year,dsl,bank_transfer,3,20,0,58,0,0
102314,South,36,102.4,month_to_month,none,mailed_check,0,18,1,72,1,1
102315,South,3,79.64,month_to_month,dsl,paypal,1,22,0,74,1,1
102316,North,19,98.7,one_year,fiber,paypal,0,14,1,31,0,1
102317,West,0,68.38,month_to_month,fiber,bank_transfer,1,29,0,19,0,1
102318,South,21,65.06,month_to_month,fiber,mailed_check,2,19,0,44,0,1
102319,West,67,75.59,month_to_month,dsl,credit_card,1,23,0,74,1,0
102320,North,10,64.94,one_year,fiber,paypal,1,24,1,47,0,1
102321,North,49,49.35,month_to_month,fiber,mailed_check,0,18,0,72,1,1
102322,South,0,54.7,one_year,fiber,credit_card,1,24,1,69,1,1
102323,North,40,42.76,month_to_month,fiber,bank_transfer,0,21,2,49,0,0
102324,South,66,75.57,month_to_month,none,paypal,0,20,0,71,1,0
102325,West,24,65.23,month_to_month,none,bank_transfer,0,31,0,78,1,1
102326,North,14,57.79,month_to_month,fiber,credit_card,0,25,1,60,1,1
102327,North,41,53.67,one_year,dsl,bank_transfer,0,20,2,64,1,0
102328,East,20,75.1,month_to_month,dsl,bank_transfer,2,23,1,45,0,1
102329,South,64,80.61,two_year,fiber,mailed_check,2,21,0,79,1,0
102330,East,61,42.39,month_to_month,none,mailed_check,2,12,2,39,0,0
102331,South,46,39.25,month_to_month,fiber,credit_card,0,17,0,64,1,0
102332,West,46,84.09,month_to_month,dsl,bank_transfer,1,22,0,76,1,1
102333,North,43,37.5,one_year,dsl,credit_card,1,26,0,74,1,0
102334,South,52,75.95,month_to_month,dsl,mailed_check,2,23,1,72,1,1
102335,East,33,97.34,one_year,none,bank_transfer,0,28,0,30,0,0
102336,West,69,97.38,two_year,fiber,mailed_check,3,17,1,78,1,1
102337,South,24,79.76,one_year,dsl,credit_card,1,16,0,30,0,1
102338,East,0,79.18,month_to_month,dsl,paypal,0,14,0,32,0,0
102339,North,50,110.04,one_year,dsl,credit_card,1,26,2,49,0,1
102340,North,47,18.31,month_to_month,fiber,paypal,1,13,1,26,0,0
102341,North,70,55.71,month_to_month,fiber,credit_card,1,17,0,63,1,0
102342,East,28,81.97,month_to_month,dsl,credit_card,0,21,1,75,1,1
102343,South,30,58.25,one_year,dsl,credit_card,3,24,0,34,0,1
102344,East,40,89.8,month_to_month,none,paypal,1,18,0,38,0,1
102345,North,28,64.21,one_year,fiber,paypal,0,28,0,43,0,1
102346,West,56,67.63,one_year,fiber,paypal,0,18,2,23,0,1
102347,West,30,59.51,month_to_month,fiber,credit_card,0,21,0,28,0,0
102348,North,56,54.55,month_to_month,none,bank_transfer,0,23,0,76,1,0
102349,North,30,54.06,one_year,fiber,bank_transfer,0,7,1,75,1,1
102350,North,16,70.42,month_to_month,none,mailed_check,0,19,0,49,0,1
102351,West,71,49.51,month_to_month,dsl,paypal,1,21,0,64,1,0
102352,North,37,84.06,month_to_month,dsl,credit_card,2,24,0,21,0,1
102353,East,50,78.06,two_year,dsl,credit_card,1,17,2,20,0,0
102354,South,42,86.99,month_to_month,fiber,bank_transfer,0,18,0,72,1,1
102355,West,25,42.42,month_to_month,fiber,credit_card,2,21,0,19,0,0
102356,South,69,31.01,month_to_month,dsl,bank_transfer,2,24,1,61,1,1
102357,East,26,64.92,month_to_month,none,mailed_check,0,22,0,79,1,1
102358,West,71,122.98,two_year,none,credit_card,4,24,0,67,1,0
102359,North,31,90.32,month_to_month,dsl,paypal,0,18,1,42,0,1
102360,West,1,53.91,one_year,fiber,bank_transfer,2,19,1,51,0,0
102361,North,2,73.49,one_year,fiber,paypal,1,23,1,55,0,1
102362,South,70,79.55,month_to_month,dsl,paypal,0,12,0,45,0,0
102363,West,38,37.63,one_year,fiber,paypal,1,23,0,76,1,1
102364,East,27,92.39,two_year,dsl,bank_transfer,0,19,0,20,0,0
102365,East,58,61.65,one_year,none,mailed_check,0,22,1,77,1,0
102366,South,44,63.19,one_year,fiber,bank_transfer,0,21,1,71,1,0
102367,South,47,65.48,month_to_month,none,credit_card,1,21,0,23,0,0
102368,South,49,87.89,one_year,fiber,credit_card,0,13,1,53,0,1
102369,East,14,49.9,month_to_month,dsl,credit_card,4,23,0,57,0,0
102370,South,6,30.86,one_year,dsl,bank_transfer,1,20,1,79,1,1
102371,South,52,71.46,month_to_month,fiber,mailed_check,0,21,1,79,1,1
102372,South,1,24.13,one_year,dsl,credit_card,1,16,0,47,0,0
102373,South,51,58.98,two_year,fiber,credit_card,2,13,0,29,0,0
102374,South,9,88.74,one_year,dsl,paypal,1,16,0,67,1,0
102375,North,18,76.58,month_to_month,dsl,paypal,0,19,0,59,0,0
102376,West,50,85.85,one_year,fiber,paypal,1,19,0,49,0,0
102377,East,44,77.41,two_year,fiber,credit_card,1,27,0,65,1,0
102378,North,56,113.21,one_year,fiber,credit_card,0,22,1,23,0,1
102379,East,43,53.24,two_year,fiber,bank_transfer,1,22,0,22,0,0
102380,West,3,72.96,one_year,fiber,paypal,1,17,0,47,0,0
102381,North,60,56.24,two_year,fiber,paypal,0,16,0,41,0,0
102382,North,15,84.14,month_to_month,fiber,mailed_check,1,24,0,27,0,1
102383,North,9,63.77,month_to_month,fiber,paypal,1,10,1,30,0,1
102384,North,63,99.38,one_year,fiber,bank_transfer,1,15,1,48,0,0
102385,West,14,54.38,two_year,fiber,paypal,0,24,0,21,0,0
102386,West,38,93.14,month_to_month,dsl,bank_transfer,3,22,0,62,1,1
102387,North,34,76.86,month_to_month,fiber,credit_card,1,12,2,24,0,1
102388,East,55,64.35,month_to_month,dsl,paypal,2,18,0,59,0,0
102389,North,3,75.85,one_year,fiber,bank_transfer,1,12,0,39,0,0
102390,East,7,70.23,two_year,fiber,bank_transfer,2,23,0,27,0,1
102391,West,29,72.12,one_year,fiber,paypal,1,22,0,53,0,0
102392,South,34,60.86,month_to_month,fiber,credit_card,2,24,1,57,0,0
102393,North,56,50.97,month_to_month,fiber,credit_card,0,24,1,77,1,0
102394,East,43,58.3,two_year,dsl,bank_transfer,0,14,0,45,0,0
102395,West,10,31.34,month_to_month,fiber,paypal,1,18,0,76,1,0
102396,South,70,81.84,month_to_month,none,mailed_check,3,12,1,47,0,1
102397,North,33,40.3,month_to_month,dsl,paypal,0,10,0,72,1,0
102398,North,69,60.65,one_year,dsl,bank_transfer,2,19,3,35,0,1
102399,East,71,77.96,month_to_month,fiber,bank_transfer,0,18,0,65,1,0
102400,East,3,81.79,month_to_month,fiber,bank_transfer,3,28,1,31,0,1
102401,West,36,29.51,month_to_month,fiber,bank_transfer,1,18,0,20,0,1
102402,West,30,63.16,two_year,fiber,paypal,1,22,1,26,0,1
102403,West,35,74.19,month_to_month,fiber,mailed_check,0,24,0,43,0,1
102404,West,22,66.04,month_to_month,dsl,paypal,0,24,2,26,0,0
102405,North,40,91.88,month_to_month,fiber,bank_transfer,0,17,1,66,1,1
102406,East,35,48.56,month_to_month,fiber,bank_transfer,1,16,1,23,0,1
102407,South,13,24.02,one_year,dsl,credit_card,1,22,0,77,1,0
102408,South,20,81.21,one_year,fiber,mailed_check,0,10,0,39,0,1
102409,West,10,54.26,month_to_month,dsl,mailed_check,1,18,1,46,0,1
102410,East,60,29.83,two_year,dsl,credit_card,1,25,0,64,1,0
102411,West,48,61.83,month_to_month,fiber,credit_card,1,21,1,61,1,1
102412,South,27,89.61,two_year,dsl,credit_card,0,25,0,69,1,1
102413,East,28,39.73,month_to_month,fiber,mailed_check,0,13,1,79,1,1
102414,South,5,111.72,month_to_month,fiber,credit_card,1,22,0,36,0,0
102415,North,20,48.24,two_year,fiber,credit_card,0,21,1,56,0,0
102416,North,66,66.74,two_year,fiber,bank_transfer,1,24,0,59,0,1
102417,East,2,40.62,one_year,dsl,bank_transfer,0,21,0,66,1,0
102418,North,10,65.83,one_year,dsl,bank_transfer,2,29,1,35,0,1
102419,West,60,62.33,one_year,fiber,paypal,0,17,0,77,1,1
102420,North,37,35.21,one_year,dsl,credit_card,0,16,1,32,0,0
102421,North,2,121.52,month_to_month,dsl,credit_card,2,20,1,62,1,1
102422,West,35,55.09,month_to_month,dsl,credit_card,2,22,0,72,1,0
102423,North,53,55.11,one_year,fiber,paypal,3,24,0,26,0,0
102424,West,24,84.38,one_year,dsl,paypal,1,14,1,51,0,1
102425,East,27,101.29,two_year,dsl,bank_transfer,0,20,2,78,1,1
102426,North,45,87.53,month_to_month,fiber,mailed_check,2,26,0,27,0,1
102427,East,43,64.18,month_to_month,fiber,paypal,0,13,2,67,1,0
102428,East,65,69.28,month_to_month,dsl,mailed_check,1,18,0,69,1,1
102429,West,17,27.37,one_year,fiber,mailed_check,1,24,0,34,0,1
102430,West,19,83.03,month_to_month,fiber,bank_transfer,2,17,1,61,1,0
102431,East,11,32.3,two_year,fiber,paypal,1,22,0,79,1,1
102432,East,47,48.94,month_to_month,dsl,paypal,1,14,1,42,0,1
102433,South,38,64.94,month_to_month,dsl,bank_transfer,0,17,0,22,0,0
102434,East,24,73.9,one_year,dsl,paypal,0,17,0,34,0,1
102435,West,50,59.78,month_to_month,fiber,bank_transfer,1,28,2,76,1,1
102436,East,27,95.38,one_year,dsl,credit_card,1,24,0,75,1,1
102437,East,14,79.46,month_to_month,none,credit_card,0,25,1,70,1,1
102438,South,38,77.89,month_to_month,dsl,bank_transfer,1,14,2,54,0,0
102439,West,31,40.41,one_year,dsl,mailed_check,3,18,1,35,0,0
102440,West,29,98.99,month_to_month,fiber,credit_card,4,23,2,56,0,1
102441,North,32,48.94,month_to_month,fiber,paypal,0,24,2,71,1,1
102442,North,65,64.18,month_to_month,dsl,credit_card,1,20,0,68,1,1
102443,East,15,105.44,one_year,dsl,paypal,1,20,1,21,0,0
102444,South,19,75.25,two_year,fiber,credit_card,2,19,0,62,1,1
102445,East,40,85.64,one_year,dsl,bank_transfer,0,25,1,77,1,1
102446,North,3,15.0,one_year,fiber,mailed_check,0,17,1,25,0,1
102447,South,10,61.1,month_to_month,fiber,bank_transfer,0,20,0,55,0,1
102448,East,40,87.04,one_year,dsl,mailed_check,1,18,1,56,0,0
102449,East,36,83.49,two_year,fiber,credit_card,1,23,0,50,0,1
102450,East,47,40.61,two_year,dsl,credit_card,3,25,1,64,1,1
102451,East,8,59.13,one_year,fiber,credit_card,2,17,0,79,1,0
102452,East,61,15.0,one_year,none,credit_card,2,18,0,58,0,0
102453,West,34,73.26,two_year,fiber,bank_transfer,0,21,1,19,0,1
102454,East,11,27.33,month_to_month,none,mailed_check,3,20,1,50,0,1
102455,East,22,87.61,month_to_month,fiber,credit_card,1,17,1,49,0,1
102456,East,16,88.65,two_year,dsl,bank_transfer,0,13,1,34,0,1
102457,North,32,55.51,month_to_month,dsl,credit_card,1,19,1,63,1,0
102458,South,33,75.43,month_to_month,dsl,paypal,0,18,1,53,0,1
102459,East,31,60.66,month_to_month,fiber,paypal,0,27,2,24,0,1
102460,West,33,69.84,one_year,fiber,credit_card,0,23,0,66,1,0
102461,East,65,42.05,one_year,fiber,bank_transfer,0,24,1,18,0,0
102462,North,69,77.45,one_year,fiber,credit_card,0,25,0,71,1,0
102463,East,35,32.18,month_to_month,fiber,bank_transfer,2,24,0,56,0,1
102464,North,69,28.4,month_to_month,dsl,bank_transfer,2,22,1,79,1,1
102465,East,58,62.56,month_to_month,dsl,mailed_check,0,19,1,38,0,0
102466,West,59,60.78,two_year,none,credit_card,0,23,1,31,0,0
102467,East,16,64.18,month_to_month,dsl,paypal,2,28,1,47,0,1
102468,East,31,52.01,one_year,dsl,mailed_check,0,19,0,68,1,0
102469,South,25,102.71,one_year,dsl,credit_card,0,19,2,56,0,0
102470,South,6,68.21,one_year,none,mailed_check,1,10,0,45,0,1
102471,West,5,69.66,one_year,dsl,mailed_check,1,15,0,41,0,0
102472,East,44,68.94,one_year,fiber,bank_transfer,1,27,0,66,1,0
102473,East,30,85.06,one_year,dsl,bank_transfer,1,34,2,31,0,1
102474,South,59,76.52,month_to_month,dsl,paypal,2,20,0,20,0,0
102475,North,48,73.84,month_to_month,fiber,paypal,0,17,1,32,0,1
102476,North,6,79.72,month_to_month,fiber,mailed_check,2,17,0,30,0,1
102477,North,60,28.51,month_to_month,fiber,mailed_check,3,15,0,29,0,1
102478,South,35,29.26,one_year,dsl,bank_transfer,0,22,0,37,0,0
102479,West,40,63.48,month_to_month,none,credit_card,3,28,0,62,1,1
102480,East,69,61.05,one_year,fiber,bank_transfer,1,28,1,33,0,0
102481,North,46,76.6,month_to_month,none,paypal,1,16,0,26,0,1
102482,North,1,65.4,one_year,dsl,mailed_check,0,22,0,42,0,0
102483,South,12,76.64,month_to_month,fiber,bank_transfer,0,19,0,78,1,1
102484,West,30,40.09,month_to_month,dsl,mailed_check,0,18,1,76,1,0
102485,South,2,64.79,month_to_month,fiber,credit_card,0,20,1,18,0,1
102486,West,12,38.18,one_year,fiber,paypal,6,22,0,18,0,0
102487,West,57,72.74,month_to_month,fiber,bank_transfer,0,18,0,36,0,1
102488,North,10,27.43,one_year,dsl,paypal,2,19,0,26,0,1
102489,East,12,71.97,one_year,dsl,bank_transfer,1,22,2,67,1,1
102490,West,36,35.62,two_year,dsl,mailed_check,0,27,2,27,0,0
102491,South,6,57.33,one_year,fiber,credit_card,2,25,0,23,0,1
102492,North,18,82.9,one_year,dsl,mailed_check,1,15,0,32,0,0
102493,West,67,69.55,one_year,dsl,bank_transfer,1,28,0,54,0,0
102494,West,45,32.09,month_to_month,dsl,paypal,2,18,0,28,0,0
102495,East,69,51.55,one_year,dsl,bank_transfer,4,23,0,36,0,0
102496,East,25,34.97,month_to_month,none,bank_transfer,1,16,0,49,0,1
102497,North,44,31.1,one_year,dsl,bank_transfer,0,27,0,77,1,0
102498,West,17,67.35,month_to_month,none,bank_transfer,0,27,0,71,1,1
102499,South,27,76.21,month_to_month,fiber,credit_card,0,18,0,31,0,0
102500,North,12,73.81,one_year,fiber,bank_transfer,1,19,0,35,0,1
